symbol,date,transition,prior_regime,new_regime
LQIG,2025-08-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LQPE,2025-10-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LRCX,2024-10-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LRCX,2024-12-02,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LRCX,2025-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LRE,2024-06-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LRNZ,2025-03-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LSCC,2024-04-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LSEQ,2025-09-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LSF,2025-05-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LSTA,2025-05-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LSTR,2024-04-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LSVD,2025-11-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LTH,2025-01-16,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LTH,2025-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LTPZ,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LTRN,2025-07-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LTRX,2025-08-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LUCD,2025-10-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LUMN,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LUNG,2025-02-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LUNR,2025-01-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LVHD,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LVLU,2024-08-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LVO,2024-09-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LW,2024-07-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LW,2025-02-24,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LW,2025-07-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LXEH,2024-03-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LXEO,2025-02-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LXRX,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LXU,2024-04-30,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LXU,2024-05-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LXU,2025-03-28,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
LXU,2025-07-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LYFT,2025-08-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LYG,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LYRA,2025-04-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LYRA,2025-06-02,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LYRA,2025-07-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LYTS,2025-01-23,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
LYV,2025-03-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LZ,2024-05-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
LZB,2025-11-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
LZMH,2025-08-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
M,2025-08-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MA,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAA,2024-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAC,2025-09-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAIN,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAMB,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MAN,2024-10-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MANU,2025-10-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MARA,2024-03-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MASI,2024-10-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAT,2025-10-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MATV,2024-11-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MATW,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MATX,2024-05-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MAXN,2025-07-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MAYS,2025-04-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MAYU,2024-10-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBAV,2025-06-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBBB,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBC,2024-02-27,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MBINN,2025-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MBLY,2024-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBNE,2025-01-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBOT,2025-01-06,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MBOT,2025-04-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBRX,2024-07-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MBX,2025-07-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MCDS,2025-08-25,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MCHI,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MCHI,2025-08-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MCHI,2025-12-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MCHP,2024-11-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MCHS,2025-10-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MCK,2025-02-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MCK,2025-09-23,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MCRI,2025-10-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MCW,2025-10-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MCW,2025-10-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MDAI,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MDB,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MDEV,2025-11-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MDGL,2025-10-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MDIA,2025-05-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MDLZ,2024-03-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MDT,2025-08-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MDU,2024-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MDWD,2024-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MED,2024-06-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MEDP,2025-12-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MEDX,2024-10-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MEG,2024-09-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MEGL,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MEI,2025-12-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MEOH,2024-11-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MERC,2025-04-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MESO,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MET,2024-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MET,2024-11-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MET,2024-12-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
META,2025-08-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
META,2025-08-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
METD,2025-02-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MEXX,2024-06-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MFA,2025-02-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MFG,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MFIN,2025-03-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MGA,2024-11-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MGC,2025-07-31,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MGIH,2025-12-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGLD,2025-12-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGM,2024-04-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGM,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MGM,2025-10-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MGMT,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGNI,2025-04-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MGPI,2025-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGRC,2024-06-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MGX,2024-09-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MGY,2024-03-27,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MGY,2024-04-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MHH,2025-05-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MIDE,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MIDE,2025-04-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MIG,2025-01-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MIGI,2024-12-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MIND,2024-04-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MIR,2025-05-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MIRA,2024-07-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MIRA,2024-08-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MIRM,2025-08-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MIST,2025-03-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MITK,2024-08-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MKC,2024-06-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MKC,2024-12-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MKC.V,2025-11-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MKTW,2025-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MKZR,2025-12-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MLAB,2025-07-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MLDR,2025-12-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MLEC,2024-08-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MLKN,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MLKN,2025-11-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MLN,2025-03-12,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MLN,2025-12-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MLPX,2024-12-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MLR,2025-07-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MLYS,2025-09-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MMC,2024-05-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MMIN,2025-04-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MMLP,2024-06-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MMLP,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MMYT,2025-01-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MNBD,2024-05-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MNBD,2024-11-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MNDY,2024-08-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MNKD,2024-08-29,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MNSB,2024-04-19,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MNSB,2025-03-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MNTK,2025-03-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MNY,2025-12-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MO,2024-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MODD,2025-03-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MODG,2024-08-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MOGO,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MOGU,2024-09-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MOH,2024-04-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MOH,2024-07-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MOO,2025-11-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MOV,2024-09-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MOVE,2025-04-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MPAA,2025-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MPC,2025-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MPTI,2025-02-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MPU,2024-09-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MPU,2025-05-06,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MPU,2025-05-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MRBK,2024-10-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MREO,2025-03-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRK,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRK,2025-04-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MRK,2025-06-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MRKR,2025-05-08,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MRKR,2025-05-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MRNA,2024-11-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRNO,2024-12-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MRNO,2025-06-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRNO,2025-09-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MRP,2025-10-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRT,2025-03-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MRX,2025-03-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MRX,2025-06-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MS,2024-06-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSAI,2025-01-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSB,2024-09-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSC,2025-03-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MSCI,2024-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MSCI,2024-07-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSDD,2025-12-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSDL,2024-10-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSFT,2024-04-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSFU,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSFY,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSGS,2024-10-30,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MSGS,2025-06-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSI,2024-06-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSM,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSOS,2024-08-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSPR,2025-03-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MSS,2025-12-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MSTB,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSTR,2024-10-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MSTZ,2025-01-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MT,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MT,2025-10-09,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MTC,2025-04-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MTCH,2025-04-08,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MTD,2025-04-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MTD,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MTEK,2025-01-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTGP,2025-06-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MTN,2025-02-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTN,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MTNB,2024-09-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MTNB,2024-10-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTR,2025-11-06,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MTRN,2024-06-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTRX,2025-01-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTVA,2025-09-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTW,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTX,2025-07-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MTZ,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MTZ,2025-07-23,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MTZ,2025-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MUSA,2025-07-31,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MVIS,2024-03-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MVST,2025-04-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MWG,2025-09-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MWYN,2025-07-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MX,2024-09-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MXC,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MXL,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYCJ,2025-06-24,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MYE,2024-05-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYFW,2025-07-17,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
MYFW,2025-07-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYGN,2024-09-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYGN,2025-05-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MYGN,2025-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MYMH,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYMI,2025-06-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MYMJ,2025-12-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
MYND,2024-09-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYND,2025-12-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MYNZ,2025-05-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYPS,2024-08-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYPS,2025-08-01,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
MYSZ,2024-11-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MYY,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
MZZ,2024-11-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NAAS,2024-07-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NABL,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NAIL,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NAPR,2024-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NAT,2024-10-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NATL,2025-07-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NAUT,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NAVI,2024-07-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NBBK,2024-05-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NBCE,2025-09-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NBFC,2025-10-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NBGX,2025-09-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NBHC,2024-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NBIS,2025-10-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NBR,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NBR,2025-07-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NBTX,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NC,2025-11-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCL,2024-08-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCLH,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCMI,2025-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NCNO,2025-03-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCPL,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NCPL,2025-07-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
NCRA,2025-03-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCSM,2024-11-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NCSM,2025-10-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NCTY,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NDAA,2025-11-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NDAQ,2024-07-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NDIV,2025-07-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NDLS,2024-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NDOW,2024-08-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NECB,2024-07-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NECB,2024-09-26,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
NEO,2025-04-29,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
NEON,2025-07-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NEOV,2024-11-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NERD,2024-12-05,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
NEU,2024-09-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NEWT,2024-05-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NEXT,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NFE,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NFEB,2025-11-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NFG,2025-01-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
NFG,2025-10-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NFLP,2024-12-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NFLT,2025-02-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NFLU,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NFLX,2025-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
NGD,2024-08-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
